보고년도,업체명,시군구명,순환골재규격코드,순환골재규격,생산량_톤,판매량_톤,재활용용도,보관량_톤
2008,(*****린환경,경상남도 함안군,RA01,5mm,0,124,성토용/복토용,105.59
2008,(*****린환경,경상남도 함안군,RA01,5mm,95,12.5,성토용/복토용,188.09
2008,(*****린환경,경상남도 함안군,RA01,5mm,37.5,168.7,성토용/복토용,56.88
2008,(*****린환경,경상남도 함안군,RA01,5mm,123.5,73.49,성토용/복토용,106.9
2008,(*****린환경,경상남도 함안군,RA01,5mm,150,145.12,성토용/복토용,111.78
2008,(*****린환경,경상남도 함안군,RA01,5mm,187.5,95.24,성토용/복토용,204.04
2008,(*****린환경,경상남도 함안군,RA01,5mm,780.5,246.8,성토용/복토용,737.74
2008,(*****린환경,경상남도 함안군,RA01,5mm,0,211.52,성토용/복토용,526.22
2008,(*****린환경,경상남도 함안군,RA01,5mm,187.5,236.31,성토용/복토용,477.41
2008,(*****린환경,경상남도 함안군,RA01,5mm,225,10.21,성토용/복토용,692.2
2008,(*****린환경,경상남도 함안군,RA01,5mm,0,321.68,성토용/복토용,370.52
2008,(*****린환경,경상남도 함안군,RA01,5mm,0,213.02,성토용/복토용,157.5
2008,(*****린환경,경상남도 함안군,RA01,5mm,160,112.33,성토용/복토용,205.17
2008,(*****린환경,경상남도 함안군,RA01,5mm,0,96.24,성토용/복토용,108.93
2008,(*****린환경,경상남도 함안군,RA01,5mm,180,150.45,성토용/복토용,138.48
2008,(*****린환경,경상남도 함안군,RA01,5mm,112.5,102.38,성토용/복토용,148.6
2008,(*****린환경,경상남도 함안군,RA01,5mm,187.5,168.71,성토용/복토용,167.39
2008,(*****린환경,경상남도 함안군,RA01,5mm,532.5,264.71,성토용/복토용,435.18
2008,(*****린환경,경상남도 함안군,RA01,5mm,187.5,231.67,성토용/복토용,391.01
2008,(*****린환경,경상남도 함안군,RA01,5mm,165,20.15,성토용/복토용,535.86
2008,(*****린환경,경상남도 함안군,RA01,5mm,206,21.34,성토용/복토용,720.52
2008,(*****린환경,경상남도 함안군,RA01,5mm,45,236.31,성토용/복토용,529.21
2008,(*****린환경,경상남도 함안군,RA01,5mm,97.5,150.24,성토용/복토용,476.47
2008,(*****린환경,경상남도 함안군,RA01,5mm,0,187.59,성토용/복토용,288.88
2008,(*****린환경,경상남도 함안군,RA01,5mm,150,150.24,성토용/복토용,288.64
2008,(*****린환경,경상남도 함안군,RA01,5mm,90,215.68,성토용/복토용,162.96
2008,(*****린환경,경상남도 함안군,RA01,5mm,0,23.5,성토용/복토용,139.46
2008,(*****린환경,경상남도 함안군,RA01,5mm,217.5,12.68,성토용/복토용,344.28
2008,(*****린환경,경상남도 함안군,RA01,5mm,60,52.36,성토용/복토용,351.92
2008,(*****린환경,경상남도 함안군,RA01,5mm,0,10.23,성토용/복토용,341.69
2008,(*****린환경,경상남도 함안군,RA01,5mm,105,145.12,성토용/복토용,301.57
2008,(*****린환경,경상남도 함안군,RA01,5mm,142,124,성토용/복토용,319.57
2008,(*****린환경,경상남도 함안군,RA01,5mm,140,60,성토용/복토용,399.57
2008,(*****린환경,경상남도 함안군,RA01,5mm,75,102.02,성토용/복토용,372.55
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,180,220,성토용/복토용,5132.55
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,453,341,성토용/복토용,5244.55
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,300,200,성토용/복토용,5344.55
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,440,성토용/복토용,4904.55
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,1845,220,성토용/복토용,6529.55
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,300,100,성토용/복토용,6729.55
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,90,235,성토용/복토용,6584.55
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,540,1000,성토용/복토용,6124.55
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,2917.5,440,성토용/복토용,8602.05
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,150,성토용/복토용,8452.05
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,330,600,성토용/복토용,8182.05
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,720,553.1,성토용/복토용,8348.95
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,630,240,성토용/복토용,8738.95
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,300,440,성토용/복토용,8598.95
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,360,성토용/복토용,8238.95
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,180,269,성토용/복토용,8149.95
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,361,성토용/복토용,7788.95
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,270,2.5,성토용/복토용,8056.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,330,성토용/복토용,7726.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,1183.5,2,성토용/복토용,8907.95
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,25,성토용/복토용,8882.95
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,1936.5,5,성토용/복토용,1084.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,180,300,성토용/복토용,10694.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,180,200,성토용/복토용,10674.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,225,10,성토용/복토용,10889.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,180,451,성토용/복토용,10618.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,315,60,성토용/복토용,10873.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,284,성토용/복토용,10589.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,580,성토용/복토용,10009.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,290,성토용/복토용,9719.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,160,성토용/복토용,9559.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,225,390,성토용/복토용,9394.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,135,124,성토용/복토용,9405.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,45,성토용/복토용,9360.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,210,성토용/복토용,9150.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,541,성토용/복토용,8609.45
2008,용*****(주),울산광역시 울주군,RA02,6~25mm,4.19,4.19,성토용/복토용,0
2008,용*****(주),울산광역시 울주군,RA03,26~50mm,27.03,27.03,성토용/복토용,0
2008,용*****(주),울산광역시 울주군,RA01,5mm,5463.08,5463.08,성토용/복토용,0
2008,용*****(주),울산광역시 울주군,RA02,6~25mm,502.67,502.67,성토용/복토용,0
2008,용*****(주),울산광역시 울주군,RA03,26~50mm,3240.65,3240.65,성토용/복토용,0
2008,용*****(주),울산광역시 울주군,RA01,5mm,75.96,75.96,성토용/복토용,0
2008,용*****(주),울산광역시 울주군,RA02,6~25mm,6.99,6.99,성토용/복토용,0
2008,용*****(주),울산광역시 울주군,RA03,26~50mm,45.06,45.06,성토용/복토용,0
2008,용*****(주),울산광역시 울주군,RA01,5mm,47943.71,2384.99,성토용/복토용,45558.7
2008,용*****(주),울산광역시 울주군,RA02,6~25mm,58500.73,219.45,성토용/복토용,58281.3
2008,용*****(주),울산광역시 울주군,RA03,26~50mm,45055.95,1414.76,성토용/복토용,43641.2
2008,현*****(주),경상남도 창원시,RA01,5mm,150,150,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA01,5mm,150,150,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA01,5mm,350,150,되메우기및뒷채움용,200
2008,현*****(주),경상남도 창원시,RA01,5mm,140,140,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA01,5mm,15,15,도로보조기층용,0
2008,현*****(주),경상남도 창원시,RA01,5mm,150,150,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA01,5mm,610,60,되메우기및뒷채움용,550
2008,현*****(주),경상남도 창원시,RA01,5mm,600,300,되메우기및뒷채움용,300
2008,현*****(주),경상남도 창원시,RA01,5mm,150,150,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA01,5mm,200,200,되메우기및뒷채움용,0
2008,현*****(주),경상남도 창원시,RA01,5mm,150,150,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA01,5mm,715,715,도로보조기층용,0
2008,현*****(주),경상남도 창원시,RA01,5mm,160,160,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA01,5mm,300,300,도로보조기층용,0
2008,현*****(주),경상남도 창원시,RA01,5mm,970,970,되메우기및뒷채움용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,60,60,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,30,30,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,480,480,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,470,470,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,45,45,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,200,100,성토용/복토용,100
2008,현*****(주),경상남도 창원시,RA03,26~50mm,500,500,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,350,350,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,100,100,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,560,560,되메우기및뒷채움용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,90,90,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,180,180,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,990,990,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,560,560,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,160,80,성토용/복토용,80
2008,현*****(주),경상남도 창원시,RA03,26~50mm,150,150,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,200,200,되메우기및뒷채움용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,280,80,성토용/복토용,200
2008,현*****(주),경상남도 창원시,RA03,26~50mm,100,100,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,50,50,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,120,120,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,80,80,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,4000,4000,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,195,195,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,80,80,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,150,150,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,3535,3535,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,120,120,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,150,150,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,50,50,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,200,200,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,150,150,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,1750,1750,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,400,400,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,2625,2625,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,200,200,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,400,400,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,150,150,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,100,100,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,250,250,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,100,100,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,600,70,성토용/복토용,530
2008,현*****(주),경상남도 창원시,RA03,26~50mm,1250,1250,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,100,100,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,2060,510,성토용/복토용,1550
2008,현*****(주),경상남도 창원시,RA03,26~50mm,200,200,성토용/복토용,0
2008,현*****(주),경상남도 창원시,RA03,26~50mm,200,200,성토용/복토용,0
2008,(*****,강원도 횡성군,RA02,6~25mm,0,33.43,도로보조기층용,0
2008,(*****,강원도 횡성군,RA02,6~25mm,0,193.15,도로보조기층용,0
2008,(*****,강원도 횡성군,RA02,6~25mm,0,74.29,도로보조기층용,0
2008,(*****,강원도 횡성군,RA02,6~25mm,0,187.21,도로보조기층용,0
2008,(*****,강원도 횡성군,RA02,6~25mm,0,728.04,도로보조기층용,0
2008,(*****,강원도 횡성군,RA02,6~25mm,0,1693.86,도로보조기층용,0
2008,(*****,강원도 횡성군,RA02,6~25mm,0,81.72,도로보조기층용,0
2008,(*****,강원도 횡성군,RA02,6~25mm,0,371.45,도로보조기층용,0
2008,(*****,강원도 횡성군,RA02,6~25mm,0,29.72,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,6022.16,35.41,도로보조기층용,4542.26
2008,(*****,강원도 횡성군,RA03,26~50mm,0,111.16,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,212.44,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,37.05,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,24.7,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,12.35,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,53.52,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,1194.14,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,341.5,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,90.57,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,61.76,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,20.59,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,135.86,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,362.3,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,12.35,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,107.04,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,889.68,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,4.12,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,131.33,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,28,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,18.53,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,107.04,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,41.17,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,103.75,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,403.47,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,938.67,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,45.29,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,205.85,도로보조기층용,0
2008,(*****,강원도 횡성군,RA03,26~50mm,0,16.47,도로보조기층용,0
2008,초*****(주),강원도 양양군,RA03,26~50mm,900,500,성토용/복토용,400
2008,초*****(주),강원도 양양군,RA03,26~50mm,650,300,성토용/복토용,350
2008,초*****(주),강원도 양양군,RA99,재생아스팔트콘크리트,1500,800,콘크리트용,700
2008,초*****(주),강원도 양양군,RA03,26~50mm,2000,1200,성토용/복토용,800
2008,초*****(주),강원도 양양군,RA03,26~50mm,300,200,성토용/복토용,100
2008,초*****(주),강원도 양양군,RA03,26~50mm,250,150,성토용/복토용,100
2008,초*****(주),강원도 양양군,RA03,26~50mm,600,300,성토용/복토용,300
2008,초*****(주),강원도 양양군,RA03,26~50mm,2000,1100,성토용/복토용,900
2008,초*****(주),강원도 양양군,RA03,26~50mm,1000,600,성토용/복토용,400
2008,삼*****),경상남도 진주시,RA01,5mm,408,408,콘크리트제품 제조용,0
2008,삼*****),경상남도 진주시,RA01,5mm,261,261,노상용,0
2008,삼*****),경상남도 진주시,RA01,5mm,9381,7700,되메우기및뒷채움용,1792
2008,삼*****),경상남도 진주시,RA02,6~25mm,1811,1811,노상용,0
2008,삼*****),경상남도 진주시,RA02,6~25mm,12869,11248,되메우기및뒷채움용,1911
2008,삼*****),경상남도 진주시,RA03,26~50mm,4885,4885,노상용,0
2008,삼*****),경상남도 진주시,RA03,26~50mm,24245,22667,되메우기및뒷채움용,2336
2008,삼*****),경상남도 진주시,RA02,6~25mm,2572,2572,노체용,0
2008,삼*****),경상남도 진주시,RA02,6~25mm,52418,54121,도로보조기층용,3211
2008,(*****업,강원도 정선군,RA02,6~25mm,68871,9533.62,되메우기및뒷채움용,431218.03
2008,(*****엔텍,충청남도 천안시,RA02,6~25mm,163213,131012,되메우기및뒷채움용,32201
2008,(*****엔텍,충청남도 천안시,RA02,6~25mm,2874,2874,되메우기및뒷채움용,0
2008,(*****엔텍,충청남도 천안시,RA02,6~25mm,614,614,되메우기및뒷채움용,0
2008,(*****엔텍,충청남도 천안시,RA02,6~25mm,966,966,되메우기및뒷채움용,0
2008,(*****엔텍,충청남도 천안시,RA02,6~25mm,6127,6127,되메우기및뒷채움용,0
2008,(*****엔텍,충청남도 천안시,RA02,6~25mm,299,299,되메우기및뒷채움용,0
2008,(*****엔텍,충청남도 천안시,RA02,6~25mm,1386,1386,되메우기및뒷채움용,0
2008,(*****엔텍,충청남도 천안시,RA02,6~25mm,407,407,되메우기및뒷채움용,0
2008,(*****엔텍,충청남도 천안시,RA02,6~25mm,1494,1494,되메우기및뒷채움용,0
2008,(*****엔텍,충청남도 천안시,RA02,6~25mm,1575,1575,되메우기및뒷채움용,0
2008,(*****엔텍,충청남도 천안시,RA02,6~25mm,583,583,되메우기및뒷채움용,0
2008,(*****엔텍,충청남도 천안시,RA02,6~25mm,2570,2570,되메우기및뒷채움용,0
2008,(*****엔텍,충청남도 천안시,RA02,6~25mm,2029,2029,되메우기및뒷채움용,0
2008,(*****엔텍,충청남도 천안시,RA02,6~25mm,756,756,되메우기및뒷채움용,0
2008,인*****주),경기도 고양시,RA01,5mm,120,120,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,120,120,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,93,93,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,3699,3699,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,300,300,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,71506,71506,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,30,30,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,922,922,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,124,124,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,376,376,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,22,22,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,15,15,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,4384,4384,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,658,658,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,2856,2856,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,18463,18463,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,150,150,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,25,25,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,645,645,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,996,996,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,16671,16671,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,9300,9300,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,28015,28015,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,150,150,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,15,15,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,15,15,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,30,30,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,646,646,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,7,7,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,105,105,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,105,105,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,30,30,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,2280,2280,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,564,564,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,3534,3534,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,298,298,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,45,45,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,93,93,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,112,112,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,15,15,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,879,879,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,45,45,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,51,51,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,48,48,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,30,30,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,255,255,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,399,399,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,2280,2280,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,15,15,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,46,46,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,14281,14281,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,270,270,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,35364,35364,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,507,507,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,90,90,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,15,15,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,1285,1285,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,1500,1500,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,45,45,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,120,120,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,210,210,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,90,90,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,15,15,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,22,22,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,231,231,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,15,15,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,15,15,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,5265,5265,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,585,585,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,150,150,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,165,165,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,31010,31010,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,3690,3690,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,186,186,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,22,22,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,168,168,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,24,24,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,150,150,콘크리트제품 제조용,0
2008,인*****주),경기도 고양시,RA01,5mm,136429,136429,콘크리트제품 제조용,0
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,24,성토용/복토용,8585.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,210,210,성토용/복토용,8730.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,340,성토용/복토용,8390.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,270,68,성토용/복토용,8592.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,362,성토용/복토용,8230.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,49,성토용/복토용,8181.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,436.5,385,성토용/복토용,8232.95
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,58.5,265,성토용/복토용,8026.95
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,256.5,150,성토용/복토용,8132.95
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,60,성토용/복토용,8072.95
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,264,성토용/복토용,7808.95
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,187,성토용/복토용,7621.95
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,261,성토용/복토용,7360.95
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,265.5,784,성토용/복토용,6842.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,75,225,성토용/복토용,6692.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,361,성토용/복토용,6331.45
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,98.1,250,성토용/복토용,6179.55
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,32.58,164,성토용/복토용,6048.13
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,300,성토용/복토용,5748.13
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,24.6,264,성토용/복토용,5508.73
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,589,성토용/복토용,4919.73
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,2451,성토용/복토용,2468.73
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,987,성토용/복토용,1481.73
2008,(*****린환경,경상남도 함안군,RA02,6~25mm,0,24,성토용/복토용,1457.73
